datetime,humidity,pressure,temperature,weather_description,wind_speed
2012-10-01 12:00:00,,,,,
2012-10-01 13:00:00,22,1018,293.41,sky is clear,0
2012-10-01 14:00:00,21,1018,293.403141271,sky is clear,0
2012-10-01 15:00:00,21,1018,293.392177052,sky is clear,0
2012-10-01 16:00:00,21,1018,293.381212832,sky is clear,0
2012-10-01 17:00:00,21,1018,293.370248613,sky is clear,0
2012-10-01 18:00:00,21,1018,293.359284393,sky is clear,0
2012-10-01 19:00:00,21,1018,293.348320173,sky is clear,0
2012-10-01 20:00:00,20,1018,293.337355954,sky is clear,0
2012-10-01 21:00:00,20,1018,293.326391734,sky is clear,0
2012-10-01 22:00:00,20,1018,293.315427514,sky is clear,0
2012-10-01 23:00:00,20,1018,293.304463295,sky is clear,0
2012-10-02 00:00:00,20,1018,293.293499075,sky is clear,0
2012-10-02 01:00:00,20,1018,293.282534855,sky is clear,0
2012-10-02 02:00:00,19,1018,293.271570636,sky is clear,1
2012-10-02 03:00:00,19,1018,293.260606416,sky is clear,1
2012-10-02 04:00:00,19,1018,293.249642196,sky is clear,1
2012-10-02 05:00:00,19,1018,293.238677977,sky is clear,1
2012-10-02 06:00:00,19,1018,293.227713757,sky is clear,1
2012-10-02 07:00:00,19,1018,293.216749538,sky is clear,1
2012-10-02 08:00:00,18,1018,293.205785318,sky is clear,1
2012-10-02 09:00:00,18,1018,293.194821098,sky is clear,1
2012-10-02 10:00:00,18,1018,293.183856879,sky is clear,1
2012-10-02 11:00:00,18,1018,293.172892659,sky is clear,1
2012-10-02 12:00:00,18,1018,293.161928439,sky is clear,1
2012-10-02 13:00:00,18,1018,293.15096422,sky is clear,2
2012-10-02 14:00:00,18,1019,293.14,sky is clear,2
2012-10-02 15:00:00,16,1019,296.38,sky is clear,0
2012-10-02 16:00:00,23,1019,297.02,sky is clear,0
2012-10-02 17:00:00,18,1020,300.24,sky is clear,0
2012-10-02 18:00:00,9,1019,305.1,sky is clear,0
2012-10-02 19:00:00,9,1019,305.47,sky is clear,4
2012-10-02 20:00:00,9,1018,306.7,sky is clear,5
2012-10-02 21:00:00,8,1017,307.22,sky is clear,5
2012-10-02 22:00:00,8,1016,308.79,sky is clear,1
2012-10-02 23:00:00,8,1015,308.79,sky is clear,3
2012-10-03 00:00:00,8,1014,308.29,sky is clear,3
2012-10-03 01:00:00,8,1014,306.22,sky is clear,1
2012-10-03 02:00:00,9,1014,303.27,sky is clear,0
2012-10-03 03:00:00,,1014,301.1,sky is clear,2
2012-10-03 04:00:00,18,1014,300.45,sky is clear,2
2012-10-03 05:00:00,19,1015,298.96,sky is clear,2
2012-10-03 06:00:00,15,1014,298.14,sky is clear,4
2012-10-03 07:00:00,19,1014,296.17,sky is clear,2
2012-10-03 08:00:00,24,1014,297.14,sky is clear,0
2012-10-03 09:00:00,19,1014,296.43,sky is clear,0
2012-10-03 10:00:00,17,1014,296.44,sky is clear,1
2012-10-03 11:00:00,30,1014,295.56,sky is clear,0
2012-10-03 12:00:00,,1014,293.68,sky is clear,2
2012-10-03 13:00:00,21,1014,293.38,sky is clear,3
2012-10-03 14:00:00,,1015,292.26,sky is clear,2
2012-10-03 15:00:00,,1015,295.346666667,sky is clear,1
2012-10-03 16:00:00,9,1015,298.433333333,sky is clear,0
2012-10-03 17:00:00,14,1015,301.52,sky is clear,0
2012-10-03 18:00:00,11,1015,303.95,sky is clear,0
2012-10-03 19:00:00,11,1014,305.76,sky is clear,0
2012-10-03 20:00:00,11,1013,307,sky is clear,1
2012-10-03 21:00:00,10,1012,308.22,sky is clear,1
2012-10-03 22:00:00,9,1011,309.035,sky is clear,1
2012-10-03 23:00:00,8,1010,309.85,sky is clear,2
2012-10-04 00:00:00,7,1010,309.6,sky is clear,3
2012-10-04 01:00:00,7,1010,307.33,sky is clear,3
2012-10-04 02:00:00,9,1009,305.8,sky is clear,3
2012-10-04 03:00:00,10,1010,303.29,sky is clear,0
2012-10-04 04:00:00,13,1011,301.78,sky is clear,3
2012-10-04 05:00:00,15,1011,300.82,sky is clear,2
2012-10-04 06:00:00,14,1011,299.64,sky is clear,1
2012-10-04 07:00:00,16,1011,299.53,sky is clear,2
2012-10-04 08:00:00,20,1011,298.22,sky is clear,2
2012-10-04 09:00:00,18,1012,298,sky is clear,1
2012-10-04 10:00:00,24,1011,296.63,sky is clear,3
2012-10-04 11:00:00,28,1011,295.47,sky is clear,0
2012-10-04 12:00:00,28,1011,295.31,sky is clear,1
2012-10-04 13:00:00,28,1012,293.39,sky is clear,3
2012-10-04 14:00:00,23,1012,294.94,sky is clear,3
2012-10-04 15:00:00,18,1013,296.49,sky is clear,3
2012-10-04 16:00:00,16,1014,299.92,sky is clear,1
2012-10-04 17:00:00,13,1014,302.56,sky is clear,1
2012-10-04 18:00:00,10,1014,304.65,sky is clear,0
2012-10-04 19:00:00,11,1013,306.35,sky is clear,0
2012-10-04 20:00:00,10,1013,307.59,sky is clear,0
2012-10-04 21:00:00,10,1012,308.42,sky is clear,2
2012-10-04 22:00:00,8,1011,309.11,sky is clear,4
2012-10-04 23:00:00,8,1011,308.84,sky is clear,6
2012-10-05 00:00:00,7,1011,308.49,sky is clear,7
2012-10-05 01:00:00,9,1010,306.97,sky is clear,7
2012-10-05 02:00:00,9,1011,304.65,sky is clear,5
2012-10-05 03:00:00,11,1011,302.79,sky is clear,4
2012-10-05 04:00:00,12,1011,301.87,sky is clear,3
2012-10-05 05:00:00,10,1012,301.43,sky is clear,3
2012-10-05 06:00:00,15,1013,300.35,sky is clear,3
2012-10-05 07:00:00,7,1013,299.255,sky is clear,4
2012-10-05 08:00:00,,1013,298.16,sky is clear,5
2012-10-05 09:00:00,11,1013,297.4,sky is clear,3
2012-10-05 10:00:00,22,1013,296.64,sky is clear,2
2012-10-05 11:00:00,24,1014,295.77,sky is clear,2
2012-10-05 12:00:00,22,1014,295.22,sky is clear,2
2012-10-05 13:00:00,22,1014,294.07,sky is clear,2
2012-10-05 14:00:00,25,1015,294.27,sky is clear,3
2012-10-05 15:00:00,21,1015,295.76,sky is clear,2
2012-10-05 16:00:00,,1016,298.42,sky is clear,2
2012-10-05 17:00:00,,1017,298.9,sky is clear,1
2012-10-05 18:00:00,,1017,301.03,sky is clear,0
2012-10-05 19:00:00,15,1016,303.52,sky is clear,0
2012-10-05 20:00:00,7,1015,304.15,sky is clear,1
2012-10-05 21:00:00,,1015,304.78,sky is clear,2
2012-10-05 22:00:00,,1014,305.3,sky is clear,5
2012-10-05 23:00:00,,1014,305.89,sky is clear,6
2012-10-06 00:00:00,10,1012,305.8,sky is clear,5
2012-10-06 01:00:00,9,1012,304.7,sky is clear,4
2012-10-06 02:00:00,14,1013,304.32,sky is clear,3
2012-10-06 03:00:00,14,1013,300.9,sky is clear,4
2012-10-06 04:00:00,15,1013,300.66,sky is clear,3
2012-10-06 05:00:00,15,1013,299.52,sky is clear,3
2012-10-06 06:00:00,,1014,298.41,sky is clear,1
2012-10-06 07:00:00,,1015,298.72,sky is clear,2
2012-10-06 08:00:00,,1014,297.065,sky is clear,1
2012-10-06 09:00:00,,1014,295.41,sky is clear,1
2012-10-06 10:00:00,30,1014,294.33,sky is clear,0
2012-10-06 11:00:00,28,1014,293.84,sky is clear,0
2012-10-06 12:00:00,39,1015,293.89,sky is clear,0
2012-10-06 13:00:00,36,1015,292.7,sky is clear,0
2012-10-06 14:00:00,36,1016,292.46,sky is clear,0
2012-10-06 15:00:00,24,1016,294.2,sky is clear,2
2012-10-06 16:00:00,22,1017,296.34,sky is clear,1
2012-10-06 17:00:00,18,1017,299.49,sky is clear,2
2012-10-06 18:00:00,,1016,300.73,sky is clear,2
2012-10-06 19:00:00,15,1016,301.9,sky is clear,1
2012-10-06 20:00:00,14,1015,302.7,sky is clear,0
2012-10-06 21:00:00,13,1014,303.37,sky is clear,0
2012-10-06 22:00:00,15,1014,303.91,sky is clear,1
2012-10-06 23:00:00,14,1013,304.25,sky is clear,0
2012-10-07 00:00:00,,1013,303.99,sky is clear,0
2012-10-07 01:00:00,13,1013,303.18,sky is clear,0
2012-10-07 02:00:00,,1013,301.45,sky is clear,0
2012-10-07 03:00:00,19,1013,299.61,sky is clear,1
2012-10-07 04:00:00,24,1013,298.44,sky is clear,2
2012-10-07 05:00:00,27,1013,297.72,sky is clear,2
2012-10-07 06:00:00,27,1013,296.945,sky is clear,1
2012-10-07 07:00:00,28,1013,296.17,sky is clear,0
2012-10-07 08:00:00,30,1013,295.32,sky is clear,3
2012-10-07 09:00:00,30,1013,295.05,sky is clear,0
2012-10-07 10:00:00,30,1013,294.86,sky is clear,0
2012-10-07 11:00:00,30,1012,293.85,sky is clear,1
2012-10-07 12:00:00,28,1013,293.64,sky is clear,0
2012-10-07 13:00:00,21,1013,293.73,sky is clear,4
2012-10-07 14:00:00,22,1014,293.69,sky is clear,2
2012-10-07 15:00:00,,1014,295.4,sky is clear,2
2012-10-07 16:00:00,,1014,297.88,sky is clear,0
2012-10-07 17:00:00,15,1015,299.55,sky is clear,1
2012-10-07 18:00:00,12,1014,301,sky is clear,0
2012-10-07 19:00:00,11,1014,301.78,sky is clear,3
2012-10-07 20:00:00,11,1013,302.46,sky is clear,4
2012-10-07 21:00:00,14,1014,302.73,sky is clear,2
2012-10-07 22:00:00,10,1012,303.83,sky is clear,4
2012-10-07 23:00:00,10,1011,303.91,sky is clear,3
2012-10-08 00:00:00,12,1010,302.29,sky is clear,0
2012-10-08 01:00:00,12,1010,301.035,sky is clear,0
2012-10-08 02:00:00,13,1010,299.78,sky is clear,0
2012-10-08 03:00:00,14,1011,298.83,sky is clear,0
2012-10-08 04:00:00,20,1011,297.07,sky is clear,1
2012-10-08 05:00:00,22,1011,296,sky is clear,1
2012-10-08 06:00:00,26,1011,295.18,sky is clear,1
2012-10-08 07:00:00,24,1011,295.13,sky is clear,1
2012-10-08 08:00:00,22,1011,293.48,sky is clear,3
2012-10-08 09:00:00,21,1012,292.81,sky is clear,3
2012-10-08 10:00:00,24,1012,292.63,sky is clear,0
2012-10-08 11:00:00,24,1012,292.72,sky is clear,2
2012-10-08 12:00:00,22,1013,291.48,sky is clear,2
2012-10-08 13:00:00,25,1013,290.79,sky is clear,0
2012-10-08 14:00:00,23,1014,291.27,sky is clear,0
2012-10-08 15:00:00,22,1015,292.85,sky is clear,1
2012-10-08 16:00:00,14,1016,295.57,sky is clear,2
2012-10-08 17:00:00,11,1016,295.95,sky is clear,3
2012-10-08 18:00:00,11,1016,298.04,sky is clear,2
2012-10-08 19:00:00,10,1015,298.86,sky is clear,5
2012-10-08 20:00:00,10,1015,300,sky is clear,5
2012-10-08 21:00:00,10,1014,301.02,sky is clear,4
2012-10-08 22:00:00,9,1013,301.7,sky is clear,3
2012-10-08 23:00:00,9,1012,301.78,sky is clear,3
2012-10-09 00:00:00,9,1012,301.72,sky is clear,3
2012-10-09 01:00:00,12,1012,299.57,sky is clear,1
2012-10-09 02:00:00,14,1012,298.205,sky is clear,0
2012-10-09 03:00:00,17,1012,296.84,sky is clear,0
2012-10-09 04:00:00,18,1013,295.36,sky is clear,0
2012-10-09 05:00:00,21,1013,294.67,sky is clear,2
2012-10-09 06:00:00,24,1013,291.75,sky is clear,1
2012-10-09 07:00:00,25,1013,291.33,sky is clear,1
2012-10-09 08:00:00,26,1013,290.91,sky is clear,1
2012-10-09 09:00:00,27,1013,290.49,sky is clear,2
2012-10-09 10:00:00,,1013,289.88,sky is clear,1
2012-10-09 11:00:00,,1013,289.88,sky is clear,1
2012-10-09 12:00:00,,1013,289.33,sky is clear,2
2012-10-09 13:00:00,36,1013,289.21,sky is clear,2
2012-10-09 14:00:00,36,1014,289.21,sky is clear,0
2012-10-09 15:00:00,34,1014,291.79,sky is clear,0
2012-10-09 16:00:00,21,1014,295.45,sky is clear,0
2012-10-09 17:00:00,,1015,295.93,sky is clear,1
2012-10-09 18:00:00,15,1014,298.28,sky is clear,3
2012-10-09 19:00:00,,1014,300.23,sky is clear,4
2012-10-09 20:00:00,16,1013,301.47,sky is clear,5
2012-10-09 21:00:00,15,1012,302.84,sky is clear,7
2012-10-09 22:00:00,,1010,304.63,sky is clear,3
2012-10-09 23:00:00,7,1010,304.82,sky is clear,4
2012-10-10 00:00:00,6,1010,304.13,sky is clear,6
2012-10-10 01:00:00,6,1010,302.36,sky is clear,5
2012-10-10 02:00:00,8,1010,299.83,sky is clear,3
2012-10-10 03:00:00,10,1010,299.25,sky is clear,4
2012-10-10 04:00:00,10,1011,298.47,sky is clear,4
2012-10-10 05:00:00,11,1011,298.21,sky is clear,3
2012-10-10 06:00:00,14,1011,297.55,sky is clear,3
2012-10-10 07:00:00,14,1011,297.33,sky is clear,3
2012-10-10 08:00:00,17,1011,296.56,sky is clear,5
2012-10-10 09:00:00,17,1011,295.863333333,sky is clear,3
2012-10-10 10:00:00,17,1011,295.166666667,sky is clear,1
2012-10-10 11:00:00,18,1011,294.47,sky is clear,0
2012-10-10 12:00:00,21,1012,293.95,sky is clear,2
2012-10-10 13:00:00,24,1012,292.72,sky is clear,2
2012-10-10 14:00:00,31,1013,291.41,sky is clear,1
2012-10-10 15:00:00,39,1014,291.74,sky is clear,2
2012-10-10 16:00:00,27,1014,293.95,sky is clear,0
2012-10-10 17:00:00,19,1014,298.6,sky is clear,0
2012-10-10 18:00:00,12,1014,300.72,sky is clear,3
2012-10-10 19:00:00,14,1013,301.78,sky is clear,4
2012-10-10 20:00:00,21,1013,302.01,sky is clear,4
2012-10-10 21:00:00,14,1006,304.26,sky is clear,2
2012-10-10 22:00:00,14,976,303.23,sky is clear,3
2012-10-10 23:00:00,15,946,302.2,sky is clear,5
2012-10-11 00:00:00,15,946,302.2,sky is clear,5
2012-10-11 01:00:00,15,946,302.2,sky is clear,5
2012-10-11 02:00:00,15,946,302.2,sky is clear,5
2012-10-11 03:00:00,15,946,302.2,sky is clear,5
2012-10-11 04:00:00,15,946,302.2,sky is clear,5
2012-10-11 05:00:00,15,946,302.2,sky is clear,5
2012-10-11 06:00:00,15,946,302.2,sky is clear,5
2012-10-11 07:00:00,34,1013,294.57,sky is clear,1
2012-10-11 08:00:00,20,1013,295.2,sky is clear,0
2012-10-11 09:00:00,20,1013,295.22,sky is clear,0
2012-10-11 10:00:00,34,1013,295.22,sky is clear,0
2012-10-11 11:00:00,21,1012,294.15,sky is clear,0
2012-10-11 12:00:00,28,1013,293.02,few clouds,0
2012-10-11 13:00:00,30,1013,293.275,scattered clouds,1
2012-10-11 14:00:00,32,1013,293.53,scattered clouds,3
2012-10-11 15:00:00,30,999,294.944,scattered clouds,4
2012-10-11 16:00:00,29,986,296.358,few clouds,5
2012-10-11 17:00:00,28,973,297.772,few clouds,5
2012-10-11 18:00:00,27,960,299.186,sky is clear,6
2012-10-11 19:00:00,26,946,300.6,sky is clear,7
2012-10-11 20:00:00,26,946,300.6,sky is clear,7
2012-10-11 21:00:00,23,1011,301.15,sky is clear,6
2012-10-11 22:00:00,23,1010,299.73,sky is clear,5
2012-10-11 23:00:00,60,1011,297.48,light rain,5
2012-10-12 00:00:00,49,1011,296.64,broken clouds,0
2012-10-12 01:00:00,40,1011,295.41,light rain,8
2012-10-12 02:00:00,60,1011,293.92,overcast clouds,3
2012-10-12 03:00:00,64,1012,293.67,light rain,0
2012-10-12 04:00:00,56,1012,293.36,overcast clouds,2
2012-10-12 05:00:00,60,1011,293.13,broken clouds,2
2012-10-12 06:00:00,77,1012,291.73,light rain,2
2012-10-12 07:00:00,88,1011,291.58,light rain,5
2012-10-12 08:00:00,82,1011,291.01,proximity thunderstorm,4
2012-10-12 09:00:00,87,1011,290.26,proximity thunderstorm,4
2012-10-12 10:00:00,87,1011,289.55,broken clouds,3
2012-10-12 11:00:00,82,1010,289.67,overcast clouds,2
2012-10-12 12:00:00,82,1010,289.78,broken clouds,0
2012-10-12 13:00:00,82,1010,289.47,light rain,2
2012-10-12 14:00:00,77,1011,289.58,overcast clouds,4
2012-10-12 15:00:00,77,1010,290.11,overcast clouds,5
2012-10-12 16:00:00,82,1012,289.7,mist,3
2012-10-12 17:00:00,82,1013,289.32,proximity thunderstorm,2
2012-10-12 18:00:00,82,1013,289.52,mist,4
2012-10-12 19:00:00,82,1012,289.95,few clouds,4
2012-10-12 20:00:00,82,1012,290.38,light rain,4
2012-10-12 21:00:00,77,1011,290.75,mist,6
2012-10-12 22:00:00,72,1011,291.14,proximity thunderstorm,6
2012-10-12 23:00:00,72,1011,291.33,scattered clouds,6
2012-10-13 00:00:00,65,997,292.344,scattered clouds,6
2012-10-13 01:00:00,59,984,293.358,scattered clouds,6
2012-10-13 02:00:00,52,971,294.372,few clouds,5
2012-10-13 03:00:00,46,958,295.386,few clouds,5
2012-10-13 04:00:00,39,945,296.4,sky is clear,5
2012-10-13 05:00:00,87,1013,285.52,proximity thunderstorm,1
2012-10-13 06:00:00,76,1013,284.56,proximity thunderstorm,4
2012-10-13 07:00:00,81,1012,284.72,few clouds,2
2012-10-13 08:00:00,81,1012,284.72,sky is clear,2
2012-10-13 09:00:00,76,1013,285.11,sky is clear,0
2012-10-13 10:00:00,81,1013,285.095,scattered clouds,0
2012-10-13 11:00:00,87,1013,285.08,broken clouds,1
2012-10-13 12:00:00,76,1013,284.97,few clouds,2
2012-10-13 13:00:00,87,1014,284.77,sky is clear,1
2012-10-13 14:00:00,81,1014,285.08,proximity thunderstorm,0
2012-10-13 15:00:00,81,1015,285.46,few clouds,1
2012-10-13 16:00:00,67,1015,287.13,scattered clouds,2
2012-10-13 17:00:00,59,1016,288.79,sky is clear,0
2012-10-13 18:00:00,55,1016,289.66,sky is clear,0
2012-10-13 19:00:00,48,1017,290.63,sky is clear,0
2012-10-13 20:00:00,48,1016,291.37,sky is clear,2
2012-10-13 21:00:00,45,1016,292,proximity thunderstorm,6
2012-10-13 22:00:00,45,1016,291.7,broken clouds,2
2012-10-13 23:00:00,39,1016,291.98,few clouds,3
2012-10-14 00:00:00,39,1016,291.61,scattered clouds,3
2012-10-14 01:00:00,45,1017,290.76,sky is clear,3
2012-10-14 02:00:00,48,1017,289.81,sky is clear,1
2012-10-14 03:00:00,55,1018,288.86,sky is clear,2
2012-10-14 04:00:00,63,1018,287.95,sky is clear,1
2012-10-14 05:00:00,59,1018,287.79,sky is clear,0
2012-10-14 06:00:00,59,1019,287.25,sky is clear,0
2012-10-14 07:00:00,67,1019,286.43,sky is clear,2
2012-10-14 08:00:00,67,1019,286.65,sky is clear,2
2012-10-14 09:00:00,51,1019,286.68,sky is clear,4
2012-10-14 10:00:00,71,1019,285.67,sky is clear,0
2012-10-14 11:00:00,76,1019,285.02,sky is clear,2
2012-10-14 12:00:00,71,1020,285.22,sky is clear,0
2012-10-14 13:00:00,66,1021,285.03,sky is clear,1
2012-10-14 14:00:00,62,1021,285.09,sky is clear,3
2012-10-14 15:00:00,67,1022,287,sky is clear,2
2012-10-14 16:00:00,59,1023,288.6,sky is clear,0
2012-10-14 17:00:00,59,1023,290.04,sky is clear,2
2012-10-14 18:00:00,52,1023,291.43,sky is clear,1
2012-10-14 19:00:00,48,1023,292.35,sky is clear,0
2012-10-14 20:00:00,43,1022,293.69,sky is clear,0
2012-10-14 21:00:00,43,1021,294.58,sky is clear,2
2012-10-14 22:00:00,40,1021,295.16,sky is clear,1
2012-10-14 23:00:00,40,1020,295.28,sky is clear,0
2012-10-15 00:00:00,38,1020,295.67,sky is clear,0
2012-10-15 01:00:00,43,1020,294.33,sky is clear,0
2012-10-15 02:00:00,40,1020,293.13,sky is clear,0
2012-10-15 03:00:00,49,1021,291.92,sky is clear,0
2012-10-15 04:00:00,59,1021,290.66,sky is clear,0
2012-10-15 05:00:00,68,1021,289.91,sky is clear,0
2012-10-15 06:00:00,72,1021,289.37,sky is clear,0
2012-10-15 07:00:00,72,1021,288.75,sky is clear,0
2012-10-15 08:00:00,77,1021,288.73,sky is clear,3
2012-10-15 09:00:00,72,1022,288.6,sky is clear,1
2012-10-15 10:00:00,77,1022,287.94,sky is clear,3
2012-10-15 11:00:00,67,1022,288.06,sky is clear,1
2012-10-15 12:00:00,82,1023,286.9,sky is clear,0
2012-10-15 13:00:00,77,1023,286.995,sky is clear,1
2012-10-15 14:00:00,72,1023,287.09,sky is clear,2
2012-10-15 15:00:00,63,1024,289.13,sky is clear,1
2012-10-15 16:00:00,67,1024,289.57,sky is clear,0
2012-10-15 17:00:00,67,1024,291.51,sky is clear,0
2012-10-15 18:00:00,49,1024,294.62,sky is clear,2
2012-10-15 19:00:00,36,1023,296.15,sky is clear,5
2012-10-15 20:00:00,33,1022,297.57,sky is clear,4
2012-10-15 21:00:00,27,1021,299.55,sky is clear,0
2012-10-15 22:00:00,26,1020,300.08,sky is clear,2
2012-10-15 23:00:00,26,1019,300.3,sky is clear,0
2012-10-16 00:00:00,22,1019,299.75,sky is clear,0
2012-10-16 01:00:00,22,1019,298.27,sky is clear,0
2012-10-16 02:00:00,26,1019,297.11,sky is clear,0
2012-10-16 03:00:00,46,1019,294.62,sky is clear,2
2012-10-16 04:00:00,52,1019,293.74,sky is clear,2
2012-10-16 05:00:00,37,1019,293.58,sky is clear,4
2012-10-16 06:00:00,35,1019,292.55,sky is clear,3
2012-10-16 07:00:00,48,1019,291.55,sky is clear,3
2012-10-16 08:00:00,52,1018,290.61,sky is clear,0
2012-10-16 09:00:00,59,1018,289.37,sky is clear,1
2012-10-16 10:00:00,59,1018,289.3,sky is clear,2
2012-10-16 11:00:00,55,1018,288.48,sky is clear,1
2012-10-16 12:00:00,62,1017,287.59,sky is clear,2
2012-10-16 13:00:00,71,1018,287.09,sky is clear,1
2012-10-16 14:00:00,48,1018,288.03,sky is clear,3
2012-10-16 15:00:00,55,1018,289.59,sky is clear,0
2012-10-16 16:00:00,45,1019,292.46,sky is clear,4
2012-10-16 17:00:00,37,1018,294.91,sky is clear,2
2012-10-16 18:00:00,33,1018,295.13,sky is clear,2
2012-10-16 19:00:00,26,1018,298.6,sky is clear,0
2012-10-16 20:00:00,27,1017,299.33,sky is clear,0
2012-10-16 21:00:00,24,1016,300.5,sky is clear,2
2012-10-16 22:00:00,22,1015,301.09,sky is clear,1
2012-10-16 23:00:00,21,1015,301.11,sky is clear,0
2012-10-17 00:00:00,21,1014,300.32,sky is clear,0
2012-10-17 01:00:00,26,1014,298.81,sky is clear,0
2012-10-17 02:00:00,29,1014,296.98,sky is clear,0
2012-10-17 03:00:00,43,1014,297.42,sky is clear,1
2012-10-17 04:00:00,49,1014,294.3,sky is clear,2
2012-10-17 05:00:00,52,1015,293.83,sky is clear,0
2012-10-17 06:00:00,43,1014,293.34,sky is clear,2
2012-10-17 07:00:00,40,1014,291.72,sky is clear,1
2012-10-17 08:00:00,59,1015,291.35,sky is clear,0
2012-10-17 09:00:00,40,1014,290.33,sky is clear,1
2012-10-17 10:00:00,42,1014,290.55,sky is clear,3
2012-10-17 11:00:00,37,1014,290.37,sky is clear,4
2012-10-17 12:00:00,45,1014,289.59,sky is clear,3
2012-10-17 13:00:00,51,1014,288.85,sky is clear,1
2012-10-17 14:00:00,48,1014,288.78,sky is clear,0
2012-10-17 15:00:00,59,1015,289.16,sky is clear,0
2012-10-17 16:00:00,42,1015,292.69,sky is clear,0
2012-10-17 17:00:00,45,1015,293.59,sky is clear,1
2012-10-17 18:00:00,35,1015,295.89,sky is clear,1
2012-10-17 19:00:00,31,1015,297.4,sky is clear,0
2012-10-17 20:00:00,28,1013,299.74,sky is clear,1
2012-10-17 21:00:00,23,1012,300.65,sky is clear,1
2012-10-17 22:00:00,24,1011,301.82,sky is clear,0
2012-10-17 23:00:00,18,1009,302.67,sky is clear,3
2012-10-18 00:00:00,23,1008,301.15,sky is clear,1
2012-10-18 01:00:00,26,1008,300.13,sky is clear,1
2012-10-18 02:00:00,29,1008,299.11,sky is clear,1
2012-10-18 03:00:00,36,1009,297.31,sky is clear,2
2012-10-18 04:00:00,38,1009,296.07,sky is clear,1
2012-10-18 05:00:00,46,1010,295.43,sky is clear,2
2012-10-18 06:00:00,49,1010,294.49,sky is clear,2
2012-10-18 07:00:00,49,1011,293.62,sky is clear,2
2012-10-18 08:00:00,49,1011,293.36,sky is clear,2
2012-10-18 09:00:00,33,1012,293.63,sky is clear,2
2012-10-18 10:00:00,40,1012,292.91,sky is clear,0
2012-10-18 11:00:00,42,1012,291.24,sky is clear,2
2012-10-18 12:00:00,48,1013,290.97,sky is clear,0
2012-10-18 13:00:00,46,1013,291.145,sky is clear,1
2012-10-18 14:00:00,45,1014,291.32,sky is clear,2
2012-10-18 15:00:00,35,1015,293.34,sky is clear,4
2012-10-18 16:00:00,28,1016,295.96,sky is clear,2
2012-10-18 17:00:00,25,1016,296.18,sky is clear,3
2012-10-18 18:00:00,22,1016,298.19,sky is clear,3
2012-10-18 19:00:00,21,1016,299.01,sky is clear,4
2012-10-18 20:00:00,19,1015,300.3,sky is clear,3
2012-10-18 21:00:00,17,1014,300.95,sky is clear,3
2012-10-18 22:00:00,14,1014,301.44,sky is clear,3
2012-10-18 23:00:00,12,1015,301.33,sky is clear,4
2012-10-19 00:00:00,10,1014,300.84,sky is clear,3
2012-10-19 01:00:00,13,1014,299.2,sky is clear,2
2012-10-19 02:00:00,19,1015,295.69,sky is clear,2
2012-10-19 03:00:00,25,1015,293.5,sky is clear,1
2012-10-19 04:00:00,28,1016,292.97,sky is clear,2
2012-10-19 05:00:00,34,1017,292.45,sky is clear,1
2012-10-19 06:00:00,39,1017,291.54,sky is clear,0
2012-10-19 07:00:00,42,1017,290.88,sky is clear,2
2012-10-19 08:00:00,44,1018,290.35,sky is clear,2
2012-10-19 09:00:00,41,1018,289.78,sky is clear,2
2012-10-19 10:00:00,38,1018,288.85,sky is clear,2
2012-10-19 11:00:00,38,1018,288.44,sky is clear,2
2012-10-19 12:00:00,36,1019,287.37,sky is clear,0
2012-10-19 13:00:00,27,1019,287.41,sky is clear,3
2012-10-19 14:00:00,,1020,286.65,sky is clear,0
2012-10-19 15:00:00,36,1020,288.77,sky is clear,2
2012-10-19 16:00:00,22,1021,292.04,sky is clear,0
2012-10-19 17:00:00,22,1021,294.56,sky is clear,0
2012-10-19 18:00:00,17,1020,296.25,sky is clear,0
2012-10-19 19:00:00,13,1020,297.61,sky is clear,2
2012-10-19 20:00:00,11,1019,298.82,sky is clear,1
2012-10-19 21:00:00,10,1018,299.78,sky is clear,1
2012-10-19 22:00:00,10,1018,300.3,sky is clear,0
2012-10-19 23:00:00,8,1017,300.37,sky is clear,0
2012-10-20 00:00:00,8,1017,299.77,sky is clear,1
2012-10-20 01:00:00,11,1016,298.9,sky is clear,2
2012-10-20 02:00:00,15,1017,296.25,sky is clear,2
2012-10-20 03:00:00,21,1017,294.04,sky is clear,2
2012-10-20 04:00:00,,1017,293.17,sky is clear,3
2012-10-20 05:00:00,,1017,292.82,sky is clear,2
2012-10-20 06:00:00,25,1017,290.8,sky is clear,2
2012-10-20 07:00:00,33,1017,290.57,sky is clear,0
2012-10-20 08:00:00,27,1017,291.29,sky is clear,0
2012-10-20 09:00:00,38,1017,288.58,sky is clear,0
2012-10-20 10:00:00,41,1017,288.07,sky is clear,0
2012-10-20 11:00:00,44,1017,287.86,sky is clear,3
2012-10-20 12:00:00,,1017,286.91,sky is clear,2
2012-10-20 13:00:00,41,1017,286.04,sky is clear,2
2012-10-20 14:00:00,41,1017,286.19,sky is clear,1
2012-10-20 15:00:00,36,1018,288.52,sky is clear,0
2012-10-20 16:00:00,29,1018,291.75,sky is clear,1
2012-10-20 17:00:00,22,1018,294.25,sky is clear,0
2012-10-20 18:00:00,,1017,296.65,sky is clear,0
2012-10-20 19:00:00,19,1016,297.81,sky is clear,1
2012-10-20 20:00:00,15,1015,299.52,sky is clear,0
2012-10-20 21:00:00,14,1014,300.89,sky is clear,0
